"","UserId","last_purchase","recency","frequency","momentary","one_time","avg_per_purchase","r","f","m","groupRFM","score","segment_recency","segment_frequency","segment_momentary"
"16","265671",2018-03-23,283.770833333333,1,524,"One-timer",524.34,5,1,1,511,7,"NA","C. Returing customer","NA"
"17","265692",2018-03-26,280.770833333333,1,2784,"One-timer",2784,5,1,1,511,7,"NA","C. Returing customer","Top 50%"
"18","265965",2018-04-02,273.770833333333,1,62,"One-timer",62.28,5,1,1,511,7,"NA","C. Returing customer","NA"
"19","266112",2018-03-28,278.770833333333,1,1362,"One-timer",1362.24,5,1,1,511,7,"Inactive","C. Returing customer","Top 75%"
"20","266406",2018-02-14,320.770833333333,1,197,"One-timer",196.92,5,1,1,511,7,"NA","C. Returing customer","NA"
"21","267225",2018-02-14,320.770833333333,1,1261,"One-timer",1260.96,5,1,1,511,7,"NA","C. Returing customer","Top 75%"
"22","267414",2018-03-05,301.770833333333,1,583,"One-timer",583.2,5,1,1,511,7,"NA","C. Returing customer","NA"
"23","267435",2018-04-11,264.770833333333,2,2711,"More than once",1355.52,5,1,1,511,7,"NA","B. Regular","Top 50%"
"24","267456",2018-03-25,281.770833333333,1,389,"One-timer",388.8,5,1,1,511,7,"Inactive","C. Returing customer","worst"
"25","267498",2018-02-13,321.770833333333,1,310,"One-timer",309.78,5,1,1,511,7,"Inactive","C. Returing customer","NA"
"26","268044",2018-04-10,265.770833333333,1,7314,"One-timer",7313.52,5,1,1,511,7,"NA","C. Returing customer","Best"
"27","268485",2018-02-21,313.770833333333,1,894,"One-timer",894.12,5,1,1,511,7,"NA","C. Returing customer","Top 75%"
"28","268611",2018-02-12,322.770833333333,1,737,"One-timer",737.28,5,1,1,511,7,"Inactive","C. Returing customer","NA"
"29","268653",2018-03-23,283.770833333333,2,2218,"More than once",1109.22,5,1,1,511,7,"NA","B. Regular","Top 50%"
"30","268737",2018-02-20,314.770833333333,1,892,"One-timer",892.32,5,1,1,511,7,"NA","C. Returing customer","Top 75%"
"31","269409",2018-03-21,285.770833333333,2,395,"More than once",197.28,5,1,1,511,7,"NA","B. Regular","NA"
"32","269955",2018-02-13,321.770833333333,1,158,"One-timer",158.4,5,1,1,511,7,"NA","C. Returing customer","NA"
"33","270312",2018-03-31,275.770833333333,2,2321,"More than once",1160.745,5,1,1,511,7,"NA","B. Regular","Top 50%"
"34","271509",2018-04-15,260.770833333333,1,547,"One-timer",547.38,5,1,1,511,7,"NA","C. Returing customer","NA"
"35","272307",2018-02-27,307.770833333333,2,6221,"More than once",3110.58,5,1,1,511,7,"NA","B. Regular","Best"
"36","273042",2018-04-08,267.770833333333,1,899,"One-timer",899.1,5,1,1,511,7,"NA","C. Returing customer","Top 75%"
"37","273168",2018-04-03,272.770833333333,1,779,"One-timer",778.83,5,1,1,511,7,"NA","C. Returing customer","NA"
"38","273231",2018-02-13,321.770833333333,1,73,"One-timer",73.44,5,1,1,511,7,"NA","C. Returing customer","NA"
"39","273693",2018-02-28,306.770833333333,1,625,"One-timer",625.32,5,1,1,511,7,"NA","C. Returing customer","NA"
"40","274365",2018-02-12,322.770833333333,1,655,"One-timer",655.38,5,1,1,511,7,"NA","C. Returing customer","NA"
"41","275268",2018-02-13,321.770833333333,1,734,"One-timer",733.68,5,1,1,511,7,"Inactive","C. Returing customer","worst"
"42","276024",2018-03-25,281.770833333333,1,724,"One-timer",723.84,5,1,1,511,7,"NA","C. Returing customer","NA"
"43","276381",2018-04-13,262.770833333333,1,467,"One-timer",467.31,5,1,1,511,7,"Inactive","C. Returing customer","NA"
"44","276927",2018-03-20,286.770833333333,1,1007,"One-timer",1007.46,5,1,1,511,7,"NA","C. Returing customer","Top 75%"
"45","278670",2018-02-19,315.770833333333,1,4896,"One-timer",4896,5,1,1,511,7,"NA","C. Returing customer","Best"
"46","278964",2018-03-27,279.770833333333,1,710,"One-timer",709.68,5,1,1,511,7,"NA","C. Returing customer","NA"
"47","279195",2018-02-26,308.770833333333,1,1018,"One-timer",1017.9,5,1,1,511,7,"NA","C. Returing customer","Top 75%"
"48","279384",2018-03-06,300.770833333333,1,1307,"One-timer",1307.1,5,1,1,511,7,"NA","C. Returing customer","Top 75%"
"49","279888",2018-04-10,265.770833333333,1,8337,"One-timer",8337.12,5,1,1,511,7,"NA","C. Returing customer","Best"
"50","280749",2018-02-20,314.770833333333,1,1150,"One-timer",1150.44,5,1,1,511,7,"NA","C. Returing customer","Top 75%"
"51","280770",2018-02-14,320.770833333333,1,3201,"One-timer",3200.7,5,1,1,511,7,"NA","C. Returing customer","Top 50%"
"52","281085",2018-03-28,278.770833333333,1,2254,"One-timer",2253.96,5,1,1,511,7,"NA","C. Returing customer","Top 50%"
"53","283374",2018-04-15,260.770833333333,1,1187,"One-timer",1186.68,5,1,1,511,7,"NA","C. Returing customer","Top 75%"
"54","283626",2018-04-10,265.770833333333,2,1484,"More than once",742.17,5,1,1,511,7,"NA","B. Regular","Top 75%"
"55","284571",2018-04-07,268.770833333333,1,148,"One-timer",147.96,5,1,1,511,7,"Inactive","C. Returing customer","NA"
"56","284844",2018-03-03,303.770833333333,2,4792,"More than once",2395.8,5,1,1,511,7,"NA","B. Regular","Best"
"57","285201",2018-04-17,258.770833333333,1,488,"One-timer",488.43,5,1,1,511,7,"NA","C. Returing customer","NA"
"58","285600",2018-04-14,261.770833333333,1,584,"One-timer",584.22,5,1,1,511,7,"NA","C. Returing customer","NA"
"59","285915",2018-04-08,267.770833333333,1,1638,"One-timer",1638.36,5,1,1,511,7,"Inactive","C. Returing customer","Top 50%"
"60","287763",2018-04-08,267.770833333333,1,412,"One-timer",412.2,5,1,1,511,7,"NA","C. Returing customer","NA"
"61","289800",2018-04-17,258.770833333333,1,1778,"One-timer",1777.8,5,1,1,511,7,"NA","C. Returing customer","Top 50%"
"62","291039",2018-03-31,275.770833333333,1,851,"One-timer",851.16,5,1,1,511,7,"NA","C. Returing customer","Top 75%"
"63","291354",2018-02-27,307.770833333333,1,1656,"One-timer",1655.52,5,1,1,511,7,"Inactive","C. Returing customer","Top 50%"
"64","291858",2018-04-01,274.770833333333,1,577,"One-timer",576.72,5,1,1,511,7,"NA","C. Returing customer","NA"
"65","292362",2018-03-06,300.770833333333,1,651,"One-timer",650.64,5,1,1,511,7,"NA","C. Returing customer","worst"
"66","292908",2018-02-25,309.770833333333,1,618,"One-timer",617.76,5,1,1,511,7,"NA","C. Returing customer","NA"
"67","294945",2018-03-20,286.770833333333,3,4932,"More than once",1643.96,5,1,1,511,7,"Inactive","B. Regular","Best"
"68","295428",2018-04-06,269.770833333333,1,776,"One-timer",776.49,5,1,1,511,7,"Inactive","C. Returing customer","NA"
"69","295722",2018-02-21,313.770833333333,1,700,"One-timer",700.11,5,1,1,511,7,"NA","C. Returing customer","NA"
"70","295890",2018-04-02,273.770833333333,1,318,"One-timer",317.52,5,1,1,511,7,"NA","C. Returing customer","NA"
"71","296730",2018-04-07,268.770833333333,1,2113,"One-timer",2112.81,5,1,1,511,7,"NA","C. Returing customer","Top 50%"
"72","296982",2018-02-12,322.770833333333,1,840,"One-timer",840.36,5,1,1,511,7,"NA","C. Returing customer","Top 75%"
"73","297885",2018-03-26,280.770833333333,1,848,"One-timer",847.98,5,1,1,511,7,"NA","C. Returing customer","Top 75%"
"74","298977",2018-02-12,322.770833333333,1,572,"One-timer",571.62,5,1,1,511,7,"NA","C. Returing customer","NA"
"75","298998",2018-03-31,275.770833333333,1,523,"One-timer",523.14,5,1,1,511,7,"NA","C. Returing customer","NA"
"76","299208",2018-04-08,267.770833333333,1,285,"One-timer",285.24,5,1,1,511,7,"NA","C. Returing customer","NA"
"77","299670",2018-03-26,280.770833333333,1,1891,"One-timer",1891.05,5,1,1,511,7,"NA","C. Returing customer","Top 50%"
"78","301455",2018-02-20,314.770833333333,1,485,"One-timer",484.92,5,1,1,511,7,"NA","C. Returing customer","NA"
"79","301728",2018-04-07,268.770833333333,1,736,"One-timer",735.84,5,1,1,511,7,"NA","C. Returing customer","NA"
"80","301833",2018-02-27,307.770833333333,1,463,"One-timer",463.08,5,1,1,511,7,"NA","C. Returing customer","worst"
"81","302631",2018-04-16,259.770833333333,1,3732,"One-timer",3731.76,5,1,1,511,7,"NA","C. Returing customer","Best"
"82","302673",2018-02-23,311.770833333333,1,338,"One-timer",338.25,5,1,1,511,7,"Inactive","C. Returing customer","NA"
"83","303177",2018-02-20,314.770833333333,1,292,"One-timer",291.96,5,1,1,511,7,"Inactive","C. Returing customer","NA"
"84","303219",2018-04-07,268.770833333333,1,10032,"One-timer",10031.82,5,1,1,511,7,"Inactive","C. Returing customer","Best"
"85","303597",2018-04-16,259.770833333333,1,498,"One-timer",498.24,5,1,1,511,7,"Inactive","C. Returing customer","NA"
"86","304416",2018-04-15,260.770833333333,2,2549,"More than once",1274.73,5,1,1,511,7,"Inactive","B. Regular","Top 50%"
"87","304437",2018-04-17,258.770833333333,1,1909,"One-timer",1909.26,5,1,1,511,7,"NA","C. Returing customer","Top 50%"
"88","305529",2018-04-15,260.770833333333,1,1503,"One-timer",1502.58,5,1,1,511,7,"NA","C. Returing customer","Top 75%"
"89","306096",2018-02-13,321.770833333333,1,147,"One-timer",146.88,5,1,1,511,7,"Inactive","C. Returing customer","worst"
"90","306369",2018-02-14,320.770833333333,1,165,"One-timer",164.7,5,1,1,511,7,"NA","C. Returing customer","NA"
"91","309309",2018-02-12,322.770833333333,1,1117,"One-timer",1116.84,5,1,1,511,7,"Inactive","C. Returing customer","Top 75%"
"92","310422",2018-04-07,268.770833333333,1,656,"One-timer",655.92,5,1,1,511,7,"NA","C. Returing customer","NA"
"93","311073",2018-02-16,318.770833333333,2,743,"More than once",371.325,5,1,1,511,7,"NA","B. Regular","NA"
"94","311241",2018-02-19,315.770833333333,1,307,"One-timer",306.72,5,1,1,511,7,"NA","C. Returing customer","NA"
"95","311850",2018-04-15,260.770833333333,1,1081,"One-timer",1081.17,5,1,1,511,7,"Inactive","C. Returing customer","Top 75%"
"96","312669",2018-03-21,285.770833333333,1,409,"One-timer",409.32,5,1,1,511,7,"NA","C. Returing customer","NA"
"97","313572",2018-02-20,314.770833333333,1,1374,"One-timer",1373.52,5,1,1,511,7,"NA","C. Returing customer","Top 75%"
"98","316092",2018-04-07,268.770833333333,1,876,"One-timer",875.64,5,1,1,511,7,"NA","C. Returing customer","Top 75%"
"99","316470",2018-02-13,321.770833333333,1,881,"One-timer",881.28,5,1,1,511,7,"NA","C. Returing customer","Top 75%"
"100","317100",2018-02-12,322.770833333333,1,1452,"One-timer",1451.52,5,1,1,511,7,"NA","C. Returing customer","Top 75%"
"101","317247",2018-04-15,260.770833333333,5,1371,"More than once",274.236,5,1,1,511,7,"NA","A. Stellar customer","Top 75%"
"102","317919",2018-03-21,285.770833333333,1,325,"One-timer",325.08,5,1,1,511,7,"NA","C. Returing customer","NA"
"103","318360",2018-02-28,306.770833333333,1,186,"One-timer",186.48,5,1,1,511,7,"NA","C. Returing customer","NA"
"104","318465",2018-02-12,322.770833333333,1,2582,"One-timer",2582.28,5,1,1,511,7,"NA","C. Returing customer","Top 50%"
"105","318507",2018-04-06,269.770833333333,1,619,"One-timer",618.6,5,1,1,511,7,"NA","C. Returing customer","NA"
"106","318591",2018-03-26,280.770833333333,1,1478,"One-timer",1478.4,5,1,1,511,7,"NA","C. Returing customer","Top 75%"
"107","318654",2018-04-04,271.770833333333,1,314,"One-timer",314.34,5,1,1,511,7,"Inactive","C. Returing customer","NA"
"108","319284",2018-02-28,306.770833333333,1,1196,"One-timer",1195.92,5,1,1,511,7,"NA","C. Returing customer","Top 75%"
"109","319473",2018-04-08,267.770833333333,2,1002,"More than once",500.85,5,1,1,511,7,"NA","B. Regular","Top 75%"
"110","319641",2018-02-19,315.770833333333,1,1653,"One-timer",1653.24,5,1,1,511,7,"Inactive","C. Returing customer","Top 50%"
"111","319662",2018-04-08,267.770833333333,1,3056,"One-timer",3056.4,5,1,1,511,7,"NA","C. Returing customer","Top 50%"
"112","319704",2018-02-27,307.770833333333,2,1593,"More than once",796.68,5,1,1,511,7,"NA","B. Regular","Top 75%"
"113","319746",2018-04-16,259.770833333333,1,843,"One-timer",843,5,1,1,511,7,"NA","C. Returing customer","Top 75%"
"114","320502",2018-04-03,272.770833333333,1,822,"One-timer",821.94,5,1,1,511,7,"NA","C. Returing customer","Top 75%"
"115","320586",2018-03-19,287.770833333333,1,523,"One-timer",523.38,5,1,1,511,7,"NA","C. Returing customer","NA"
"116","320859",2018-03-03,303.770833333333,1,978,"One-timer",977.85,5,1,1,511,7,"NA","C. Returing customer","Top 75%"
"117","321636",2018-03-31,275.770833333333,1,684,"One-timer",684,5,1,1,511,7,"NA","C. Returing customer","NA"
"118","321846",2018-03-24,282.770833333333,1,645,"One-timer",645.36,5,1,1,511,7,"NA","C. Returing customer","worst"
"119","321972",2018-02-19,315.770833333333,3,6659,"More than once",2219.8,5,1,1,511,7,"NA","B. Regular","Best"
"120","322266",2018-03-25,281.770833333333,1,973,"One-timer",972.84,5,1,1,511,7,"NA","C. Returing customer","Top 75%"
"121","322287",2018-02-19,315.770833333333,1,850,"One-timer",850.08,5,1,1,511,7,"NA","C. Returing customer","Top 75%"
"122","322350",2018-02-12,322.770833333333,1,688,"One-timer",687.96,5,1,1,511,7,"NA","C. Returing customer","NA"
"123","322581",2018-02-24,310.770833333333,1,2377,"One-timer",2377.44,5,1,1,511,7,"Inactive","C. Returing customer","Top 50%"
"124","322623",2018-02-13,321.770833333333,1,1200,"One-timer",1199.82,5,1,1,511,7,"Inactive","C. Returing customer","Top 75%"
"125","323295",2018-04-01,274.770833333333,1,455,"One-timer",455.16,5,1,1,511,7,"NA","C. Returing customer","NA"
"126","323715",2018-04-13,262.770833333333,1,1292,"One-timer",1292.31,5,1,1,511,7,"Inactive","C. Returing customer","Top 75%"
"127","323862",2018-04-03,272.770833333333,2,304,"More than once",151.8,5,1,1,511,7,"NA","B. Regular","NA"
"128","324387",2018-03-27,279.770833333333,1,768,"One-timer",767.64,5,1,1,511,7,"NA","C. Returing customer","NA"
"129","324408",2018-04-14,261.770833333333,1,1510,"One-timer",1510.44,5,1,1,511,7,"Inactive","C. Returing customer","Top 75%"
"130","324534",2018-02-23,311.770833333333,1,644,"One-timer",643.56,5,1,1,511,7,"NA","C. Returing customer","NA"
"131","324660",2018-03-03,303.770833333333,1,787,"One-timer",787.11,5,1,1,511,7,"Inactive","C. Returing customer","worst"
"132","324744",2018-03-19,287.770833333333,1,4478,"One-timer",4477.59,5,1,1,511,7,"NA","C. Returing customer","Best"
"133","325563",2018-02-23,311.770833333333,1,495,"One-timer",494.61,5,1,1,511,7,"NA","C. Returing customer","NA"
"134","325710",2018-03-27,279.770833333333,1,2070,"One-timer",2070,5,1,1,511,7,"NA","C. Returing customer","Top 50%"
"135","325752",2018-02-26,308.770833333333,1,219,"One-timer",218.88,5,1,1,511,7,"NA","C. Returing customer","NA"
"136","326802",2018-03-06,300.770833333333,1,558,"One-timer",558.09,5,1,1,511,7,"NA","C. Returing customer","NA"
"137","327747",2018-03-21,285.770833333333,1,372,"One-timer",372,5,1,1,511,7,"NA","C. Returing customer","NA"
"138","328881",2018-04-09,266.770833333333,2,1930,"More than once",964.8,5,1,1,511,7,"Inactive","B. Regular","Top 50%"
"139","330183",2018-02-21,313.770833333333,1,947,"One-timer",946.86,5,1,1,511,7,"NA","C. Returing customer","Top 75%"
"140","331569",2018-02-27,307.770833333333,1,1001,"One-timer",1000.8,5,1,1,511,7,"NA","C. Returing customer","Top 75%"
"141","332220",2018-04-07,268.770833333333,1,761,"One-timer",761.46,5,1,1,511,7,"NA","C. Returing customer","NA"
"142","333480",2018-02-16,318.770833333333,1,1395,"One-timer",1395.06,5,1,1,511,7,"NA","C. Returing customer","Top 75%"
"143","333501",2018-04-14,261.770833333333,4,2389,"More than once",597.2025,5,1,1,511,7,"NA","B. Regular","Top 50%"
"144","333879",2018-02-17,317.770833333333,1,234,"One-timer",233.52,5,1,1,511,7,"Inactive","C. Returing customer","NA"
"145","334362",2018-02-12,322.770833333333,1,1274,"One-timer",1273.8,5,1,1,511,7,"NA","C. Returing customer","Top 75%"
"146","334383",2018-02-13,321.770833333333,1,416,"One-timer",415.92,5,1,1,511,7,"NA","C. Returing customer","NA"
"147","334740",2018-04-15,260.770833333333,1,297,"One-timer",296.64,5,1,1,511,7,"NA","C. Returing customer","NA"
"148","334845",2018-02-20,314.770833333333,1,807,"One-timer",806.64,5,1,1,511,7,"NA","C. Returing customer","Top 75%"
"149","335433",2018-02-19,315.770833333333,1,1776,"One-timer",1775.76,5,1,1,511,7,"Inactive","C. Returing customer","Top 50%"
"150","336630",2018-04-17,258.770833333333,1,1420,"One-timer",1420.44,5,1,1,511,7,"Inactive","C. Returing customer","Top 75%"
"151","337008",2018-02-12,322.770833333333,1,761,"One-timer",761.04,5,1,1,511,7,"Inactive","C. Returing customer","worst"
"152","337365",2018-02-20,314.770833333333,1,1299,"One-timer",1298.94,5,1,1,511,7,"Inactive","C. Returing customer","Top 75%"
"153","338604",2018-04-09,266.770833333333,1,827,"One-timer",826.74,5,1,1,511,7,"NA","C. Returing customer","Top 75%"
"154","339423",2018-02-20,314.770833333333,1,2606,"One-timer",2606.25,5,1,1,511,7,"NA","C. Returing customer","Top 50%"
"155","340242",2018-02-25,309.770833333333,1,1799,"One-timer",1798.98,5,1,1,511,7,"NA","C. Returing customer","Top 50%"
"156","340662",2018-04-08,267.770833333333,1,3027,"One-timer",3026.67,5,1,1,511,7,"NA","C. Returing customer","Top 50%"
"157","341670",2018-03-04,302.770833333333,1,4790,"One-timer",4790.34,5,1,1,511,7,"NA","C. Returing customer","Best"
"158","341754",2018-02-12,322.770833333333,1,1298,"One-timer",1298.37,5,1,1,511,7,"NA","C. Returing customer","Top 75%"
"159","341922",2018-03-18,288.770833333333,1,149,"One-timer",148.74,5,1,1,511,7,"NA","C. Returing customer","NA"
"160","342615",2018-03-27,279.770833333333,1,963,"One-timer",963.36,5,1,1,511,7,"Inactive","C. Returing customer","Top 75%"
"161","343371",2018-03-25,281.770833333333,1,384,"One-timer",383.76,5,1,1,511,7,"NA","C. Returing customer","worst"
"162","344127",2018-04-04,271.770833333333,1,436,"One-timer",435.6,5,1,1,511,7,"NA","C. Returing customer","NA"
"163","344463",2018-04-14,261.770833333333,1,767,"One-timer",767.16,5,1,1,511,7,"NA","C. Returing customer","NA"
"164","344505",2018-04-16,259.770833333333,1,21,"One-timer",20.52,5,1,1,511,7,"NA","C. Returing customer","NA"
"165","346479",2018-02-25,309.770833333333,2,1851,"More than once",925.74,5,1,1,511,7,"Inactive","B. Regular","Top 50%"
"166","346710",2018-02-13,321.770833333333,1,1139,"One-timer",1138.92,5,1,1,511,7,"NA","C. Returing customer","Top 75%"
"167","347865",2018-02-21,313.770833333333,1,646,"One-timer",646.38,5,1,1,511,7,"NA","C. Returing customer","NA"
"168","348243",2018-02-12,322.770833333333,1,885,"One-timer",884.76,5,1,1,511,7,"NA","C. Returing customer","Top 75%"
"169","349818",2018-02-17,317.770833333333,1,469,"One-timer",469.41,5,1,1,511,7,"NA","C. Returing customer","NA"
"170","349965",2018-02-23,311.770833333333,1,258,"One-timer",258.06,5,1,1,511,7,"Inactive","C. Returing customer","NA"
"171","350259",2018-02-19,315.770833333333,1,115,"One-timer",114.96,5,1,1,511,7,"NA","C. Returing customer","worst"
"172","350994",2018-04-09,266.770833333333,2,3380,"More than once",1690.05,5,1,1,511,7,"NA","B. Regular","Best"
"173","351078",2018-02-16,318.770833333333,1,2122,"One-timer",2122.08,5,1,1,511,7,"Inactive","C. Returing customer","Top 50%"
"174","351267",2018-02-21,313.770833333333,1,1281,"One-timer",1280.88,5,1,1,511,7,"Inactive","C. Returing customer","Top 75%"
"175","351792",2018-02-13,321.770833333333,1,478,"One-timer",477.9,5,1,1,511,7,"Inactive","C. Returing customer","NA"
"176","351897",2018-04-08,267.770833333333,1,398,"One-timer",398.16,5,1,1,511,7,"NA","C. Returing customer","NA"
"177","352401",2018-02-13,321.770833333333,1,1117,"One-timer",1117.23,5,1,1,511,7,"Inactive","C. Returing customer","Top 75%"
"178","352695",2018-02-20,314.770833333333,1,1638,"One-timer",1637.55,5,1,1,511,7,"NA","C. Returing customer","Top 50%"
"179","353052",2018-02-25,309.770833333333,1,2498,"One-timer",2497.68,5,1,1,511,7,"NA","C. Returing customer","Top 50%"
"180","353850",2018-03-24,282.770833333333,1,1246,"One-timer",1245.6,5,1,1,511,7,"Inactive","C. Returing customer","Top 75%"
"181","354018",2018-02-17,317.770833333333,1,1057,"One-timer",1056.84,5,1,1,511,7,"NA","C. Returing customer","Top 75%"
"182","354753",2018-02-19,315.770833333333,1,600,"One-timer",600.06,5,1,1,511,7,"NA","C. Returing customer","NA"
"183","355446",2018-02-14,320.770833333333,1,870,"One-timer",869.58,5,1,1,511,7,"Inactive","C. Returing customer","Top 75%"
"184","358302",2018-04-13,262.770833333333,4,1983,"More than once",495.63,5,1,1,511,7,"Inactive","B. Regular","Top 50%"
"185","358974",2018-04-04,271.770833333333,1,957,"One-timer",956.58,5,1,1,511,7,"NA","C. Returing customer","Top 75%"
"186","359478",2018-04-09,266.770833333333,1,469,"One-timer",468.72,5,1,1,511,7,"NA","C. Returing customer","NA"
"187","359688",2018-03-23,283.770833333333,1,479,"One-timer",478.89,5,1,1,511,7,"NA","C. Returing customer","NA"
"188","361074",2018-02-25,309.770833333333,1,859,"One-timer",858.51,5,1,1,511,7,"NA","C. Returing customer","Top 75%"
"189","361683",2018-04-16,259.770833333333,2,1246,"More than once",622.8,5,1,1,511,7,"Inactive","B. Regular","Top 75%"
"190","362019",2018-04-14,261.770833333333,1,1648,"One-timer",1648.44,5,1,1,511,7,"NA","C. Returing customer","Top 50%"
"191","362271",2018-02-23,311.770833333333,1,1019,"One-timer",1018.56,5,1,1,511,7,"Inactive","C. Returing customer","Top 75%"
"192","363363",2018-02-24,310.770833333333,1,971,"One-timer",971.04,5,1,1,511,7,"NA","C. Returing customer","Top 75%"
"193","364203",2018-03-02,304.770833333333,1,665,"One-timer",664.56,5,1,1,511,7,"Inactive","C. Returing customer","NA"
"194","364476",2018-04-15,260.770833333333,1,576,"One-timer",576.06,5,1,1,511,7,"NA","C. Returing customer","NA"
"195","365526",2018-03-24,282.770833333333,3,9497,"More than once",3165.58,5,1,1,511,7,"NA","B. Regular","Best"
"196","366051",2018-04-13,262.770833333333,1,1254,"One-timer",1253.79,5,1,1,511,7,"NA","C. Returing customer","Top 75%"
"197","366366",2018-04-16,259.770833333333,1,127,"One-timer",126.72,5,1,1,511,7,"NA","C. Returing customer","NA"
"198","366576",2018-02-20,314.770833333333,1,1062,"One-timer",1062.3,5,1,1,511,7,"NA","C. Returing customer","Top 75%"
"199","367416",2018-02-27,307.770833333333,1,1247,"One-timer",1247.1,5,1,1,511,7,"Inactive","C. Returing customer","Top 75%"
"200","368004",2018-02-24,310.770833333333,1,581,"One-timer",581.43,5,1,1,511,7,"NA","C. Returing customer","worst"
"201","368025",2018-02-26,308.770833333333,1,1371,"One-timer",1371.24,5,1,1,511,7,"Inactive","C. Returing customer","Top 75%"
"202","368571",2018-02-26,308.770833333333,1,904,"One-timer",903.9,5,1,1,511,7,"NA","C. Returing customer","Top 75%"
"203","368949",2018-03-25,281.770833333333,1,1561,"One-timer",1560.69,5,1,1,511,7,"NA","C. Returing customer","Top 75%"
"204","369999",2018-04-14,261.770833333333,1,708,"One-timer",708,5,1,1,511,7,"Inactive","C. Returing customer","worst"
"205","370503",2018-02-12,322.770833333333,1,218,"One-timer",218.16,5,1,1,511,7,"NA","C. Returing customer","NA"
"206","371511",2018-02-27,307.770833333333,2,1283,"More than once",641.46,5,1,1,511,7,"NA","B. Regular","Top 75%"
"207","371994",2018-04-06,269.770833333333,1,686,"One-timer",685.8,5,1,1,511,7,"NA","C. Returing customer","NA"
"208","372372",2018-02-13,321.770833333333,1,1287,"One-timer",1286.88,5,1,1,511,7,"Inactive","C. Returing customer","Top 75%"
"209","374955",2018-02-13,321.770833333333,1,644,"One-timer",643.86,5,1,1,511,7,"NA","C. Returing customer","NA"
"210","375060",2018-02-17,317.770833333333,1,949,"One-timer",948.96,5,1,1,511,7,"NA","C. Returing customer","Top 75%"
"211","375102",2018-04-03,272.770833333333,1,1197,"One-timer",1196.85,5,1,1,511,7,"Inactive","C. Returing customer","Top 75%"
"212","375480",2018-02-21,313.770833333333,1,1976,"One-timer",1975.98,5,1,1,511,7,"Inactive","C. Returing customer","Top 50%"
"213","375690",2018-04-04,271.770833333333,2,2244,"More than once",1122.195,5,1,1,511,7,"NA","B. Regular","Top 50%"
"214","376068",2018-02-12,322.770833333333,1,778,"One-timer",777.72,5,1,1,511,7,"NA","C. Returing customer","NA"
"215","376152",2018-04-16,259.770833333333,4,1088,"More than once",271.95,5,1,1,511,7,"Inactive","B. Regular","Top 75%"
"216","376425",2018-02-13,321.770833333333,1,1011,"One-timer",1010.88,5,1,1,511,7,"NA","C. Returing customer","Top 75%"
"217","377307",2018-02-14,320.770833333333,1,537,"One-timer",537.3,5,1,1,511,7,"NA","C. Returing customer","NA"
"218","377328",2018-02-12,322.770833333333,1,1042,"One-timer",1041.63,5,1,1,511,7,"NA","C. Returing customer","Top 75%"
"219","377496",2018-02-13,321.770833333333,1,1674,"One-timer",1674.45,5,1,1,511,7,"NA","C. Returing customer","Top 50%"
"220","377538",2018-02-20,314.770833333333,1,665,"One-timer",664.62,5,1,1,511,7,"NA","C. Returing customer","worst"
"221","378084",2018-02-23,311.770833333333,1,764,"One-timer",764.25,5,1,1,511,7,"Inactive","C. Returing customer","worst"
