"","UserId","last_purchase","recency","frequency","momentary","one_time","avg_per_purchase","r","f","m","groupRFM","score","segment_recency"
"85","303597",2018-04-16,259.770833333333,1,901.2,"One-timer",901.2,5,1,1,511,7,"Inactive"
"86","304416",2018-04-15,260.770833333333,2,4466.28,"More than once",2233.14,5,1,1,511,7,"Inactive"
"87","304437",2018-04-17,258.770833333333,1,3717,"One-timer",3717,5,1,1,511,7,"Inactive"
"88","305529",2018-04-15,260.770833333333,1,2335.86,"One-timer",2335.86,5,1,1,511,7,"NA"
"89","306096",2018-02-13,321.770833333333,1,293.76,"One-timer",293.76,5,1,1,511,7,"NA"
"90","306369",2018-02-14,320.770833333333,1,329.4,"One-timer",329.4,5,1,1,511,7,"Inactive"
"91","309309",2018-02-12,322.770833333333,1,2379.36,"One-timer",2379.36,5,1,1,511,7,"NA"
"92","310422",2018-04-07,268.770833333333,1,1660.32,"One-timer",1660.32,5,1,1,511,7,"Inactive"
"93","311073",2018-02-16,318.770833333333,2,1259.16,"More than once",629.58,5,1,1,511,7,"NA"
"94","311241",2018-02-19,315.770833333333,1,404.64,"One-timer",404.64,5,1,1,511,7,"NA"
"95","311850",2018-04-15,260.770833333333,1,2404.86,"One-timer",2404.86,5,1,1,511,7,"NA"
"96","312669",2018-03-21,285.770833333333,1,1018.08,"One-timer",1018.08,5,1,1,511,7,"Inactive"
"97","313572",2018-02-20,314.770833333333,1,3012.96,"One-timer",3012.96,5,1,1,511,7,"NA"
"98","316092",2018-04-07,268.770833333333,1,1760.22,"One-timer",1760.22,5,1,1,511,7,"NA"
"99","316470",2018-02-13,321.770833333333,1,881.28,"One-timer",881.28,5,1,1,511,7,"NA"
"100","317100",2018-03-24,282.770833333333,3,7257.6,"More than once",2419.2,5,1,1,511,7,"NA"
"101","317247",2018-04-15,260.770833333333,6,2587.02,"More than once",431.17,5,1,1,511,7,"NA"
"102","318360",2018-02-28,306.770833333333,1,1254.24,"One-timer",1254.24,5,1,1,511,7,"NA"
"103","318465",2018-02-12,322.770833333333,1,4044.3,"One-timer",4044.3,5,1,1,511,7,"NA"
"104","318507",2018-04-06,269.770833333333,1,1351.92,"One-timer",1351.92,5,1,1,511,7,"NA"
"105","318591",2018-03-26,280.770833333333,1,10684.8,"One-timer",10684.8,5,1,1,511,7,"NA"
"106","318654",2018-04-04,271.770833333333,1,917.4,"One-timer",917.4,5,1,1,511,7,"NA"
"107","319284",2018-02-28,306.770833333333,1,2124.72,"One-timer",2124.72,5,1,1,511,7,"NA"
"108","319473",2018-04-08,267.770833333333,2,2332.98,"More than once",1166.49,5,1,1,511,7,"Inactive"
"109","319641",2018-02-19,315.770833333333,1,3341.04,"One-timer",3341.04,5,1,1,511,7,"NA"
"110","319662",2018-04-08,267.770833333333,1,4862.4,"One-timer",4862.4,5,1,1,511,7,"NA"
"111","319704",2018-02-27,307.770833333333,2,2562.84,"More than once",1281.42,5,1,1,511,7,"Inactive"
"112","319746",2018-04-16,259.770833333333,1,1221.36,"One-timer",1221.36,5,1,1,511,7,"NA"
"113","320502",2018-04-03,272.770833333333,1,1484.4,"One-timer",1484.4,5,1,1,511,7,"NA"
"114","320586",2018-03-19,287.770833333333,1,988.68,"One-timer",988.68,5,1,1,511,7,"NA"
"115","320859",2018-03-03,303.770833333333,1,2103.54,"One-timer",2103.54,5,1,1,511,7,"NA"
"116","321636",2018-03-31,275.770833333333,1,1368,"One-timer",1368,5,1,1,511,7,"NA"
"117","321846",2018-03-24,282.770833333333,1,1497,"One-timer",1497,5,1,1,511,7,"NA"
"118","321972",2018-02-19,315.770833333333,4,13768.68,"More than once",3442.17,5,1,1,511,7,"NA"
"119","322266",2018-03-25,281.770833333333,1,1968.72,"One-timer",1968.72,5,1,1,511,7,"NA"
"120","322287",2018-02-19,315.770833333333,1,1673.04,"One-timer",1673.04,5,1,1,511,7,"NA"
"121","322350",2018-02-12,322.770833333333,1,958.32,"One-timer",958.32,5,1,1,511,7,"NA"
"122","322581",2018-02-24,310.770833333333,1,3480.48,"One-timer",3480.48,5,1,1,511,7,"NA"
"123","322623",2018-02-13,321.770833333333,1,2703.72,"One-timer",2703.72,5,1,1,511,7,"NA"
"124","323295",2018-04-01,274.770833333333,1,890.4,"One-timer",890.4,5,1,1,511,7,"Inactive"
"125","323715",2018-04-13,262.770833333333,1,3256.56,"One-timer",3256.56,5,1,1,511,7,"Inactive"
"126","323862",2018-04-03,272.770833333333,2,810.24,"More than once",405.12,5,1,1,511,7,"NA"
"127","324387",2018-03-27,279.770833333333,1,1200.84,"One-timer",1200.84,5,1,1,511,7,"Inactive"
"128","324408",2018-04-14,261.770833333333,1,4104.24,"One-timer",4104.24,5,1,1,511,7,"NA"
"129","324534",2018-02-23,311.770833333333,1,1485.72,"One-timer",1485.72,5,1,1,511,7,"NA"
"130","324660",2018-03-03,303.770833333333,1,1735.44,"One-timer",1735.44,5,1,1,511,7,"Inactive"
"131","324744",2018-03-19,287.770833333333,1,8675.04,"One-timer",8675.04,5,1,1,511,7,"NA"
"132","325563",2018-02-23,311.770833333333,1,1152.42,"One-timer",1152.42,5,1,1,511,7,"Inactive"
"133","325710",2018-03-27,279.770833333333,1,2070,"One-timer",2070,5,1,1,511,7,"NA"
"134","326802",2018-03-06,300.770833333333,1,1116.18,"One-timer",1116.18,5,1,1,511,7,"NA"
"135","327747",2018-03-21,285.770833333333,1,642.84,"One-timer",642.84,5,1,1,511,7,"NA"
"136","328881",2018-04-09,266.770833333333,2,2412,"More than once",1206,5,1,1,511,7,"NA"
"137","330183",2018-02-21,313.770833333333,1,1549.32,"One-timer",1549.32,5,1,1,511,7,"NA"
"138","331569",2018-02-27,307.770833333333,1,2237.76,"One-timer",2237.76,5,1,1,511,7,"NA"
"139","332220",2018-04-07,268.770833333333,1,1717.44,"One-timer",1717.44,5,1,1,511,7,"Inactive"
"140","333480",2018-02-16,318.770833333333,1,2613.66,"One-timer",2613.66,5,1,1,511,7,"NA"
"141","333501",2018-04-14,261.770833333333,5,3897.36,"More than once",779.472,5,1,1,511,7,"NA"
"142","333879",2018-02-17,317.770833333333,1,467.04,"One-timer",467.04,5,1,1,511,7,"NA"
"143","334362",2018-02-12,322.770833333333,1,3063.6,"One-timer",3063.6,5,1,1,511,7,"NA"
"144","334383",2018-02-13,321.770833333333,1,798.12,"One-timer",798.12,5,1,1,511,7,"NA"
"145","334740",2018-04-15,260.770833333333,1,296.64,"One-timer",296.64,5,1,1,511,7,"Inactive"
"146","334845",2018-02-20,314.770833333333,1,1500,"One-timer",1500,5,1,1,511,7,"NA"
"147","335433",2018-02-19,315.770833333333,1,2553.6,"One-timer",2553.6,5,1,1,511,7,"NA"
"148","336630",2018-04-17,258.770833333333,1,2291.52,"One-timer",2291.52,5,1,1,511,7,"NA"
"149","337008",2018-02-12,322.770833333333,1,2084.4,"One-timer",2084.4,5,1,1,511,7,"NA"
"150","337365",2018-02-20,314.770833333333,1,2961.72,"One-timer",2961.72,5,1,1,511,7,"Inactive"
"151","338604",2018-04-09,266.770833333333,1,2063.88,"One-timer",2063.88,5,1,1,511,7,"Inactive"
"152","340242",2018-02-25,309.770833333333,1,2904.36,"One-timer",2904.36,5,1,1,511,7,"Inactive"
"153","340662",2018-04-08,267.770833333333,1,6824.4,"One-timer",6824.4,5,1,1,511,7,"Inactive"
"154","341670",2018-03-04,302.770833333333,1,9050.52,"One-timer",9050.52,5,1,1,511,7,"NA"
"155","341754",2018-02-12,322.770833333333,1,2646.42,"One-timer",2646.42,5,1,1,511,7,"NA"
"156","341922",2018-03-18,288.770833333333,1,1268.28,"One-timer",1268.28,5,1,1,511,7,"NA"
"157","342615",2018-03-27,279.770833333333,1,1877.04,"One-timer",1877.04,5,1,1,511,7,"NA"
"158","343371",2018-03-25,281.770833333333,1,1277.64,"One-timer",1277.64,5,1,1,511,7,"NA"
"159","344127",2018-04-04,271.770833333333,1,783.12,"One-timer",783.12,5,1,1,511,7,"NA"
"160","344463",2018-04-14,261.770833333333,1,1387.44,"One-timer",1387.44,5,1,1,511,7,"NA"
"161","346479",2018-02-25,309.770833333333,2,3030.84,"More than once",1515.42,5,1,1,511,7,"Inactive"
"162","346710",2018-02-13,321.770833333333,1,2056.92,"One-timer",2056.92,5,1,1,511,7,"NA"
"163","347865",2018-02-21,313.770833333333,1,1440.72,"One-timer",1440.72,5,1,1,511,7,"NA"
"164","348243",2018-02-12,322.770833333333,1,1936.56,"One-timer",1936.56,5,1,1,511,7,"NA"
"165","349818",2018-02-17,317.770833333333,1,979.98,"One-timer",979.98,5,1,1,511,7,"NA"
"166","349965",2018-02-23,311.770833333333,1,1123.86,"One-timer",1123.86,5,1,1,511,7,"Inactive"
"167","350259",2018-02-19,315.770833333333,1,1075.2,"One-timer",1075.2,5,1,1,511,7,"NA"
"168","350994",2018-04-09,266.770833333333,2,8828.28,"More than once",4414.14,5,1,1,511,7,"NA"
"169","351078",2018-02-16,318.770833333333,1,4426.44,"One-timer",4426.44,5,1,1,511,7,"NA"
"170","351267",2018-02-21,313.770833333333,1,2192.64,"One-timer",2192.64,5,1,1,511,7,"NA"
"171","351792",2018-02-13,321.770833333333,1,1720.08,"One-timer",1720.08,5,1,1,511,7,"Inactive"
"172","351834",2018-02-13,321.770833333333,1,12348,"One-timer",12348,5,1,1,511,7,"NA"
"173","351897",2018-04-08,267.770833333333,1,692.64,"One-timer",692.64,5,1,1,511,7,"NA"
"174","352401",2018-02-13,321.770833333333,1,2580.78,"One-timer",2580.78,5,1,1,511,7,"Inactive"
"175","352695",2018-02-20,314.770833333333,1,3298.56,"One-timer",3298.56,5,1,1,511,7,"Inactive"
"176","353052",2018-02-25,309.770833333333,1,3972.24,"One-timer",3972.24,5,1,1,511,7,"Inactive"
"177","353850",2018-03-24,282.770833333333,1,2465.88,"One-timer",2465.88,5,1,1,511,7,"NA"
"178","354018",2018-02-17,317.770833333333,1,3113.64,"One-timer",3113.64,5,1,1,511,7,"Inactive"
"179","354753",2018-02-19,315.770833333333,1,1205.28,"One-timer",1205.28,5,1,1,511,7,"NA"
"180","355446",2018-02-14,320.770833333333,1,1907.64,"One-timer",1907.64,5,1,1,511,7,"NA"
"181","358302",2018-04-13,262.770833333333,4,3805.08,"More than once",951.27,5,1,1,511,7,"Inactive"
"182","358974",2018-04-04,271.770833333333,1,2506.44,"One-timer",2506.44,5,1,1,511,7,"NA"
"183","359478",2018-04-09,266.770833333333,1,927.36,"One-timer",927.36,5,1,1,511,7,"NA"
"184","359688",2018-03-23,283.770833333333,1,1303.74,"One-timer",1303.74,5,1,1,511,7,"NA"
"185","361074",2018-02-25,309.770833333333,1,1868.7,"One-timer",1868.7,5,1,1,511,7,"Inactive"
"186","361683",2018-04-16,259.770833333333,2,3203.1,"More than once",1601.55,5,1,1,511,7,"Inactive"
"187","362019",2018-04-14,261.770833333333,1,3116.88,"One-timer",3116.88,5,1,1,511,7,"NA"
"188","362271",2018-02-23,311.770833333333,1,2320.26,"One-timer",2320.26,5,1,1,511,7,"NA"
"189","363363",2018-02-24,310.770833333333,1,1885.08,"One-timer",1885.08,5,1,1,511,7,"NA"
"190","364203",2018-03-02,304.770833333333,1,1590.72,"One-timer",1590.72,5,1,1,511,7,"NA"
"191","364476",2018-04-15,260.770833333333,1,1363.92,"One-timer",1363.92,5,1,1,511,7,"Inactive"
"192","365526",2018-03-24,282.770833333333,3,17674.74,"More than once",5891.58,5,1,1,511,7,"NA"
"193","366051",2018-04-13,262.770833333333,1,3187.08,"One-timer",3187.08,5,1,1,511,7,"Inactive"
"194","366366",2018-04-16,259.770833333333,1,126.72,"One-timer",126.72,5,1,1,511,7,"NA"
"195","366576",2018-02-20,314.770833333333,1,1824.84,"One-timer",1824.84,5,1,1,511,7,"Inactive"
"196","367416",2018-02-27,307.770833333333,1,2247,"One-timer",2247,5,1,1,511,7,"NA"
"197","368004",2018-02-24,310.770833333333,1,1202.46,"One-timer",1202.46,5,1,1,511,7,"NA"
"198","368025",2018-02-26,308.770833333333,1,3502.8,"One-timer",3502.8,5,1,1,511,7,"NA"
"199","368571",2018-02-26,308.770833333333,1,2499.54,"One-timer",2499.54,5,1,1,511,7,"NA"
"200","368949",2018-03-25,281.770833333333,1,2743.44,"One-timer",2743.44,5,1,1,511,7,"NA"
"201","369999",2018-04-14,261.770833333333,1,1724.88,"One-timer",1724.88,5,1,1,511,7,"Inactive"
"202","370503",2018-02-12,322.770833333333,1,713.52,"One-timer",713.52,5,1,1,511,7,"NA"
"203","371511",2018-02-27,307.770833333333,2,2409.6,"More than once",1204.8,5,1,1,511,7,"Inactive"
"204","371994",2018-04-06,269.770833333333,1,1269.6,"One-timer",1269.6,5,1,1,511,7,"NA"
"205","372372",2018-02-13,321.770833333333,1,2521.56,"One-timer",2521.56,5,1,1,511,7,"NA"
"206","374955",2018-02-13,321.770833333333,1,1399.56,"One-timer",1399.56,5,1,1,511,7,"Inactive"
"207","375060",2018-02-17,317.770833333333,1,2031.3,"One-timer",2031.3,5,1,1,511,7,"NA"
"208","375102",2018-04-03,272.770833333333,1,2742.96,"One-timer",2742.96,5,1,1,511,7,"NA"
"209","375480",2018-02-21,313.770833333333,1,3362.28,"One-timer",3362.28,5,1,1,511,7,"NA"
"210","375690",2018-04-04,271.770833333333,2,4548.18,"More than once",2274.09,5,1,1,511,7,"Inactive"
"211","376068",2018-02-12,322.770833333333,1,1827.48,"One-timer",1827.48,5,1,1,511,7,"NA"
"212","376152",2018-04-16,259.770833333333,5,2291.94,"More than once",458.388,5,1,1,511,7,"NA"
"213","376425",2018-02-13,321.770833333333,1,2021.76,"One-timer",2021.76,5,1,1,511,7,"Inactive"
"214","377307",2018-02-14,320.770833333333,1,908.64,"One-timer",908.64,5,1,1,511,7,"Inactive"
"215","377328",2018-02-12,322.770833333333,1,2266.62,"One-timer",2266.62,5,1,1,511,7,"NA"
"216","377496",2018-02-13,321.770833333333,1,2905.26,"One-timer",2905.26,5,1,1,511,7,"NA"
"217","377538",2018-02-20,314.770833333333,1,1206.48,"One-timer",1206.48,5,1,1,511,7,"Inactive"
"218","378084",2018-02-23,311.770833333333,1,1385.4,"One-timer",1385.4,5,1,1,511,7,"NA"
"219","378231",2018-02-12,322.770833333333,1,798.72,"One-timer",798.72,5,1,1,511,7,"NA"
"220","378672",2018-03-23,283.770833333333,1,609.48,"One-timer",609.48,5,1,1,511,7,"NA"
"221","379050",2018-02-26,308.770833333333,1,617.64,"One-timer",617.64,5,1,1,511,7,"NA"
"222","379554",2018-02-12,322.770833333333,1,3800.82,"One-timer",3800.82,5,1,1,511,7,"NA"
"223","379785",2018-03-27,279.770833333333,2,5657.64,"More than once",2828.82,5,1,1,511,7,"Inactive"
"224","379995",2018-04-14,261.770833333333,2,3712.92,"More than once",1856.46,5,1,1,511,7,"NA"
"225","380226",2018-03-28,278.770833333333,1,3570.18,"One-timer",3570.18,5,1,1,511,7,"NA"
"226","380373",2018-02-17,317.770833333333,1,635.04,"One-timer",635.04,5,1,1,511,7,"NA"
"227","381696",2018-02-27,307.770833333333,1,3778.68,"One-timer",3778.68,5,1,1,511,7,"NA"
"228","382452",2018-03-31,275.770833333333,1,2027.46,"One-timer",2027.46,5,1,1,511,7,"NA"
"229","382893",2018-04-01,274.770833333333,1,3643.2,"One-timer",3643.2,5,1,1,511,7,"NA"
"230","383250",2018-04-16,259.770833333333,1,2537.52,"One-timer",2537.52,5,1,1,511,7,"NA"
"231","383649",2018-02-19,315.770833333333,1,1398.6,"One-timer",1398.6,5,1,1,511,7,"Inactive"
"232","274953",2018-05-21,224.770833333333,8,61246.2,"More than once",7655.775,4,2,1,421,7,"NA"
"233","361830",2018-06-01,213.770833333333,8,30007.56,"More than once",3750.945,4,2,1,421,7,"NA"
"234","259581",2018-05-09,236.770833333333,1,1451.52,"One-timer",1451.52,4,1,1,411,6,"NA"
"235","259665",2018-05-05,240.770833333333,1,2619.9,"One-timer",2619.9,4,1,1,411,6,"NA"
"236","260421",2018-04-23,252.770833333333,1,574.2,"One-timer",574.2,4,1,1,411,6,"Inactive"
"237","260610",2018-04-18,257.770833333333,2,4338.24,"More than once",2169.12,4,1,1,411,6,"NA"
"238","262689",2018-05-12,233.770833333333,1,1314.72,"One-timer",1314.72,4,1,1,411,6,"Inactive"
"239","262794",2018-05-29,216.770833333333,1,8441.52,"One-timer",8441.52,4,1,1,411,6,"NA"
"240","263781",2018-04-24,251.770833333333,1,1633.2,"One-timer",1633.2,4,1,1,411,6,"Inactive"
"241","263844",2018-06-04,210.770833333333,1,3341.88,"One-timer",3341.88,4,1,1,411,6,"NA"
"242","263865",2018-05-08,237.770833333333,1,1168.8,"One-timer",1168.8,4,1,1,411,6,"NA"
"243","264180",2018-06-19,195.770833333333,1,3152.88,"One-timer",3152.88,4,1,1,411,6,"NA"
"244","264894",2018-05-19,226.770833333333,1,2615.4,"One-timer",2615.4,4,1,1,411,6,"NA"
"245","265083",2018-05-20,225.770833333333,1,2147.4,"One-timer",2147.4,4,1,1,411,6,"NA"
"246","266847",2018-05-05,240.770833333333,1,4878.54,"One-timer",4878.54,4,1,1,411,6,"Inactive"
"247","267855",2018-05-16,229.770833333333,2,31572,"More than once",15786,4,1,1,411,6,"NA"
"248","268632",2018-06-09,205.770833333333,1,2730.42,"One-timer",2730.42,4,1,1,411,6,"Inactive"
"249","269031",2018-06-04,210.770833333333,2,3612.96,"More than once",1806.48,4,1,1,411,6,"NA"
"250","269157",2018-05-15,230.770833333333,1,1045.44,"One-timer",1045.44,4,1,1,411,6,"NA"
"251","269178",2018-06-04,210.770833333333,1,8220.96,"One-timer",8220.96,4,1,1,411,6,"NA"
"252","269451",2018-06-03,211.770833333333,1,1785.36,"One-timer",1785.36,4,1,1,411,6,"Inactive"
"253","269514",2018-05-14,231.770833333333,1,2590.08,"One-timer",2590.08,4,1,1,411,6,"NA"
"254","269745",2018-05-29,216.770833333333,4,2930.76,"More than once",732.69,4,1,1,411,6,"NA"
"255","269892",2018-05-02,243.770833333333,1,2477.04,"One-timer",2477.04,4,1,1,411,6,"NA"
"256","270186",2018-05-13,232.770833333333,1,4085.4,"One-timer",4085.4,4,1,1,411,6,"Inactive"
"257","270333",2018-05-14,231.770833333333,1,3097.44,"One-timer",3097.44,4,1,1,411,6,"Inactive"
"258","270501",2018-05-21,224.770833333333,1,2468.04,"One-timer",2468.04,4,1,1,411,6,"NA"
"259","270942",2018-06-01,213.770833333333,1,1066.2,"One-timer",1066.2,4,1,1,411,6,"NA"
"260","271845",2018-05-08,237.770833333333,1,3841.08,"One-timer",3841.08,4,1,1,411,6,"NA"
"261","272076",2018-04-20,255.770833333333,1,896.1,"One-timer",896.1,4,1,1,411,6,"NA"
"262","272748",2018-05-04,241.770833333333,1,4437.06,"One-timer",4437.06,4,1,1,411,6,"Inactive"
"263","273903",2018-05-23,222.770833333333,1,4284,"One-timer",4284,4,1,1,411,6,"NA"
